filePath,平均速度,平均行驶速度,平均加速度,平均减速度,怠速时间比,加速时间比,减速时间比,速度标准差,加速度标准差
processed_data/file1_fragments/fragment1283.csv,13.18,32.28,1.57,-1.87,0.59,0.23,0.16,16.77,1.56
processed_data/file1_fragments/fragment1284.csv,22.72,35.81,1.42,-2.21,0.37,0.40,0.24,18.71,1.97
processed_data/file1_fragments/fragment1285.csv,10.15,33.35,1.66,-1.20,0.70,0.20,0.08,16.04,1.26
processed_data/file1_fragments/fragment1286.csv,17.12,28.15,1.66,-2.04,0.40,0.36,0.25,14.93,2.52
processed_data/file1_fragments/fragment1287.csv,11.83,12.27,1.50,-0.82,0.13,0.36,0.43,1.76,1.17
processed_data/file1_fragments/fragment1288.csv,5.22,13.49,1.21,-1.81,0.67,0.28,0.15,6.36,1.42
processed_data/file1_fragments/fragment1289.csv,19.55,21.82,2.27,-1.65,0.12,0.44,0.51,7.28,3.56
processed_data/file1_fragments/fragment1290.csv,13.21,22.35,2.63,-2.91,0.42,0.33,0.27,12.93,2.95
processed_data/file1_fragments/fragment1291.csv,12.45,22.16,1.42,-1.82,0.45,0.31,0.20,11.72,1.41
processed_data/file1_fragments/fragment1292.csv,33.77,34.00,1.19,-1.57,0.01,0.57,0.40,9.18,1.72
processed_data/file1_fragments/fragment1293.csv,20.78,36.08,1.56,-2.79,0.43,0.40,0.21,18.93,2.06
processed_data/file1_fragments/fragment1294.csv,11.13,24.01,1.55,-1.87,0.56,0.29,0.22,12.05,1.71
processed_data/file1_fragments/fragment1295.csv,6.50,14.01,1.82,-1.43,0.58,0.26,0.23,6.78,1.67
processed_data/file1_fragments/fragment1296.csv,22.66,30.34,1.58,-1.62,0.28,0.47,0.45,15.17,2.10
processed_data/file1_fragments/fragment1297.csv,44.12,44.95,1.27,-1.73,0.02,0.54,0.39,15.02,2.22
processed_data/file1_fragments/fragment1298.csv,27.83,29.02,1.16,-1.61,0.05,0.57,0.39,10.77,2.04
processed_data/file1_fragments/fragment1299.csv,33.05,38.01,1.91,-2.97,0.13,0.58,0.27,15.92,4.01
processed_data/file1_fragments/fragment1300.csv,13.35,16.50,1.97,-2.11,0.35,0.50,0.44,5.53,2.35
processed_data/file1_fragments/fragment1301.csv,5.16,21.46,1.95,-2.76,0.77,0.22,0.13,9.36,1.97
processed_data/file1_fragments/fragment1302.csv,1.98,19.72,11.60,-2.18,0.91,0.03,0.14,5.85,3.03
processed_data/file1_fragments/fragment1303.csv,29.46,37.64,1.03,-0.99,0.24,0.58,0.33,17.20,1.33
processed_data/file1_fragments/fragment1304.csv,15.80,28.99,1.58,-1.37,0.46,0.28,0.26,15.14,1.48
processed_data/file1_fragments/fragment1305.csv,0.67,12.35,1.80,-1.24,0.97,0.13,0.13,2.31,1.40
processed_data/file1_fragments/fragment1306.csv,34.37,36.28,1.65,-2.91,0.06,0.63,0.33,15.44,2.59
processed_data/file1_fragments/fragment1307.csv,7.39,18.97,1.82,-1.37,0.75,0.36,0.41,7.43,2.78
processed_data/file1_fragments/fragment1308.csv,7.42,23.99,2.75,-1.77,0.71,0.37,0.13,11.25,2.49
processed_data/file1_fragments/fragment1309.csv,31.12,32.27,1.24,-1.97,0.05,0.60,0.35,10.77,1.81
processed_data/file1_fragments/fragment1310.csv,13.72,31.72,2.22,-1.69,0.58,0.32,0.20,16.59,1.65
processed_data/file1_fragments/fragment1311.csv,8.74,17.43,2.54,-5.35,0.53,0.50,0.11,9.11,3.10
processed_data/file1_fragments/fragment1312.csv,3.13,17.43,2.41,-2.30,0.83,0.14,0.08,6.85,1.41
processed_data/file1_fragments/fragment1313.csv,13.02,25.99,1.39,-2.52,0.50,0.33,0.16,14.44,1.54
processed_data/file1_fragments/fragment1314.csv,24.32,33.28,1.80,-4.05,0.28,0.62,0.24,17.49,2.96
processed_data/file1_fragments/fragment1315.csv,23.30,34.86,1.62,-1.34,0.34,0.33,0.39,18.11,1.79
processed_data/file1_fragments/fragment1316.csv,18.38,31.33,1.46,-1.83,0.42,0.36,0.22,16.42,1.60
processed_data/file1_fragments/fragment1317.csv,14.32,17.95,1.46,-2.04,0.30,0.62,0.35,6.61,2.03
processed_data/file1_fragments/fragment1318.csv,10.86,11.96,2.50,-0.55,0.29,0.33,0.67,2.01,1.68
processed_data/file1_fragments/fragment1319.csv,72.08,72.51,1.01,-1.16,0.01,0.44,0.38,21.10,1.86
processed_data/file1_fragments/fragment1320.csv,80.52,87.77,0.87,-0.78,0.08,0.43,0.35,26.92,1.25
processed_data/file1_fragments/fragment1321.csv,36.82,45.40,1.38,-1.74,0.19,0.48,0.32,20.45,1.86
processed_data/file1_fragments/fragment1322.csv,34.64,38.01,1.32,-1.71,0.09,0.50,0.37,14.70,2.00
processed_data/file1_fragments/fragment1323.csv,4.71,14.30,5.43,-2.23,0.91,0.30,0.40,4.45,5.11
processed_data/file1_fragments/fragment1324.csv,22.35,23.16,2.08,-5.67,0.06,0.75,0.25,8.96,3.71
processed_data/file1_fragments/fragment1325.csv,3.59,11.70,2.68,-2.73,0.77,0.42,0.25,5.01,3.46
processed_data/file1_fragments/fragment1326.csv,29.78,36.71,1.45,-2.11,0.20,0.53,0.34,17.90,3.64
processed_data/file1_fragments/fragment1327.csv,9.59,11.24,1.70,-1.00,0.38,0.57,0.43,2.38,1.67
processed_data/file1_fragments/fragment1328.csv,1.80,17.31,3.75,-1.83,0.92,0.06,0.10,5.05,1.39
processed_data/file1_fragments/fragment1329.csv,46.44,50.34,1.37,-2.23,0.08,0.56,0.33,21.04,2.94
processed_data/file1_fragments/fragment1330.csv,41.06,54.18,1.48,-3.23,0.25,0.54,0.24,29.12,2.71
processed_data/file1_fragments/fragment1331.csv,44.85,48.38,1.85,-2.53,0.08,0.56,0.37,18.98,2.93
processed_data/file1_fragments/fragment1332.csv,26.23,39.38,2.30,-3.92,0.34,0.45,0.24,21.30,2.98
processed_data/file1_fragments/fragment1333.csv,36.45,43.86,1.65,-2.99,0.18,0.62,0.31,22.34,2.73
processed_data/file1_fragments/fragment1334.csv,37.01,42.27,1.39,-1.54,0.13,0.46,0.40,19.25,1.84
processed_data/file1_fragments/fragment1335.csv,15.23,16.87,1.36,-1.22,0.17,0.46,0.46,4.47,1.58
processed_data/file1_fragments/fragment1336.csv,5.10,15.79,1.89,-1.22,0.68,0.15,0.18,7.52,1.28
processed_data/file1_fragments/fragment1337.csv,23.80,25.51,1.35,-1.35,0.09,0.47,0.45,8.94,1.66
processed_data/file1_fragments/fragment1338.csv,0.88,10.00,2.50,-2.48,0.98,0.08,0.08,2.44,1.12
processed_data/file1_fragments/fragment1339.csv,16.93,19.78,0.99,-1.12,0.18,0.48,0.40,7.19,1.29
processed_data/file1_fragments/fragment1340.csv,15.37,16.66,1.28,-1.16,0.16,0.45,0.45,4.78,1.32
processed_data/file1_fragments/fragment1341.csv,8.73,11.30,0.88,-1.00,0.69,0.67,0.33,2.00,1.05
processed_data/file1_fragments/fragment1342.csv,22.78,24.68,1.02,-1.17,0.09,0.50,0.41,8.33,1.64
processed_data/file1_fragments/fragment1343.csv,11.93,13.73,1.34,-1.57,0.29,0.56,0.38,3.65,1.71
processed_data/file1_fragments/fragment1344.csv,3.07,13.20,14.80,-1.96,0.82,0.10,0.50,5.42,5.44
processed_data/file1_fragments/fragment1345.csv,31.22,39.01,1.01,-0.73,0.21,0.60,0.26,18.13,1.29
processed_data/file1_fragments/fragment1346.csv,31.09,38.03,1.27,-1.35,0.19,0.43,0.33,16.85,1.63
processed_data/file1_fragments/fragment1347.csv,38.51,41.35,1.34,-1.79,0.07,0.52,0.38,13.59,2.24
processed_data/file1_fragments/fragment1348.csv,37.63,39.75,0.88,-0.77,0.06,0.43,0.46,15.76,1.18
processed_data/file1_fragments/fragment1349.csv,12.22,12.39,1.25,-0.77,0.07,0.43,0.50,1.06,1.22
processed_data/file1_fragments/fragment1350.csv,8.06,10.30,1.38,-1.13,0.85,0.42,0.50,1.98,1.57
processed_data/file1_fragments/fragment1351.csv,18.37,28.20,1.40,-1.50,0.40,0.46,0.39,13.58,1.81
processed_data/file1_fragments/fragment1352.csv,51.13,54.19,0.77,-1.08,0.06,0.50,0.35,16.96,1.54
processed_data/file1_fragments/fragment1353.csv,23.66,29.07,1.01,-1.21,0.19,0.44,0.33,12.99,1.53
processed_data/file1_fragments/fragment1.csv,7.02,14.06,1.39,-1.63,0.71,0.43,0.33,5.24,1.70
processed_data/file1_fragments/fragment2.csv,26.18,36.09,1.15,-1.41,0.28,0.37,0.30,18.47,1.43
processed_data/file1_fragments/fragment3.csv,20.43,28.03,1.40,-2.05,0.29,0.47,0.31,14.19,2.04
processed_data/file1_fragments/fragment4.csv,27.31,43.11,1.12,-1.46,0.37,0.35,0.27,22.80,1.43
processed_data/file1_fragments/fragment5.csv,39.28,51.50,1.19,-1.65,0.24,0.45,0.32,25.65,1.99
processed_data/file1_fragments/fragment6.csv,30.75,38.78,1.36,-2.28,0.21,0.49,0.29,19.58,2.07
processed_data/file1_fragments/fragment7.csv,35.75,42.59,1.48,-2.27,0.16,0.51,0.33,20.67,2.45
processed_data/file1_fragments/fragment8.csv,29.28,39.17,1.61,-2.57,0.26,0.45,0.28,20.69,2.38
processed_data/file1_fragments/fragment9.csv,0.08,0.00,1.50,0.0,1.00,0.06,0.00,0.35,0.36
processed_data/file1_fragments/fragment10.csv,11.97,22.53,1.58,-2.10,0.51,0.35,0.26,11.57,1.85
processed_data/file1_fragments/fragment11.csv,23.95,40.78,5.70,-2.07,0.42,0.18,0.47,22.19,6.93
processed_data/file1_fragments/fragment12.csv,25.13,29.88,1.63,-2.19,0.18,0.54,0.40,13.09,2.43
processed_data/file1_fragments/fragment13.csv,25.95,32.93,1.26,-1.48,0.22,0.43,0.36,15.01,1.60
processed_data/file1_fragments/fragment14.csv,14.61,19.94,1.58,-1.47,0.30,0.37,0.40,8.98,1.74
processed_data/file1_fragments/fragment15.csv,7.25,14.88,2.21,-2.84,0.62,0.40,0.25,6.78,2.57
processed_data/file1_fragments/fragment16.csv,14.24,20.85,1.41,-1.15,0.35,0.34,0.40,10.36,1.40
processed_data/file1_fragments/fragment17.csv,1.01,0.00,0.90,-0.74,1.00,0.16,0.13,1.74,0.79
processed_data/file1_fragments/fragment18.csv,0.26,0.00,1.60,-0.10,1.00,0.09,0.09,0.60,0.49
processed_data/file1_fragments/fragment19.csv,0.20,0.00,1.70,-0.10,1.00,0.04,0.04,0.55,0.35
processed_data/file1_fragments/fragment20.csv,4.81,11.84,1.35,-1.34,0.78,0.36,0.36,4.77,1.59
processed_data/file1_fragments/fragment21.csv,0.10,0.00,0.20,0.0,1.00,0.33,0.00,0.12,0.12
processed_data/file1_fragments/fragment22.csv,8.54,14.06,1.30,-1.23,0.60,0.47,0.43,5.45,1.91
processed_data/file1_fragments/fragment23.csv,0.07,0.00,2.90,0.0,1.00,0.02,0.00,0.44,0.45
processed_data/file1_fragments/fragment24.csv,9.89,15.86,1.70,-2.21,0.53,0.52,0.40,7.13,2.67
processed_data/file1_fragments/fragment25.csv,17.01,21.05,1.56,-1.20,0.22,0.37,0.47,9.30,1.57
processed_data/file1_fragments/fragment26.csv,0.56,0.00,2.00,-0.10,1.00,0.17,0.17,0.95,0.83
processed_data/file1_fragments/fragment27.csv,1.03,10.40,3.47,-1.60,0.98,0.07,0.10,2.67,1.50
processed_data/file1_fragments/fragment28.csv,24.28,27.26,1.43,-1.51,0.12,0.47,0.44,10.02,1.85
processed_data/file1_fragments/fragment29.csv,17.50,28.02,1.40,-1.65,0.38,0.33,0.28,14.84,1.80
processed_data/file1_fragments/fragment30.csv,14.90,28.46,1.30,-1.78,0.50,0.31,0.23,15.24,1.52
processed_data/file1_fragments/fragment31.csv,15.08,28.08,1.18,-2.02,0.48,0.36,0.19,15.53,1.47
processed_data/file1_fragments/fragment32.csv,4.59,16.50,1.97,-1.67,0.80,0.23,0.25,6.55,1.79
processed_data/file1_fragments/fragment33.csv,21.66,38.00,1.19,-1.77,0.43,0.34,0.21,20.01,1.59
processed_data/file1_fragments/fragment34.csv,0.10,0.00,0.20,-0.15,1.00,0.20,0.20,0.15,0.13
processed_data/file1_fragments/fragment35.csv,22.56,27.38,1.71,-2.14,0.19,0.44,0.35,12.49,2.33
processed_data/file1_fragments/fragment36.csv,0.54,0.00,4.95,-2.77,1.00,0.03,0.05,2.07,1.42
processed_data/file1_fragments/fragment37.csv,1.95,0.00,4.40,-1.00,1.00,0.33,0.33,2.29,2.87
processed_data/file1_fragments/fragment38.csv,10.13,14.58,3.44,-2.12,0.40,0.36,0.57,6.38,3.37
processed_data/file1_fragments/fragment39.csv,26.40,30.08,1.86,-1.79,0.13,0.44,0.46,10.28,3.92
processed_data/file1_fragments/fragment40.csv,20.59,31.86,1.31,-1.89,0.38,0.44,0.30,15.88,1.93
processed_data/file1_fragments/fragment41.csv,33.88,35.86,1.14,-1.32,0.06,0.50,0.42,11.38,1.75
processed_data/file1_fragments/fragment42.csv,14.74,25.31,1.14,-1.25,0.43,0.30,0.27,13.28,1.45
processed_data/file1_fragments/fragment43.csv,4.07,10.54,1.36,-1.00,0.81,0.22,0.25,4.34,1.23
processed_data/file1_fragments/fragment44.csv,1.15,10.50,3.50,-1.30,0.98,0.06,0.12,2.61,1.02
processed_data/file1_fragments/fragment45.csv,8.76,14.24,1.32,-1.97,0.46,0.44,0.29,6.51,1.78
processed_data/file1_fragments/fragment46.csv,18.89,23.82,1.43,-1.21,0.23,0.41,0.48,10.65,1.83
processed_data/file1_fragments/fragment47.csv,2.64,12.17,2.07,-1.43,0.90,0.24,0.31,3.86,2.18
processed_data/file1_fragments/fragment48.csv,1.50,0.00,0.47,-1.25,1.00,0.42,0.08,1.70,0.60
processed_data/file1_fragments/fragment49.csv,5.85,12.29,1.11,-1.79,0.67,0.41,0.25,5.43,1.43
processed_data/file1_fragments/fragment50.csv,3.82,11.50,11.50,-2.02,0.89,0.12,0.50,4.21,4.67
processed_data/file1_fragments/fragment51.csv,1.69,0.00,1.18,-0.70,1.00,0.24,0.24,2.01,1.06
processed_data/file1_fragments/fragment52.csv,6.13,13.84,1.00,-1.11,0.60,0.29,0.24,6.68,0.95
processed_data/file1_fragments/fragment53.csv,16.16,22.64,1.04,-1.35,0.30,0.39,0.29,10.91,1.37
processed_data/file1_fragments/fragment54.csv,8.64,18.30,1.04,-1.23,0.59,0.32,0.27,8.68,1.24
processed_data/file1_fragments/fragment55.csv,11.47,18.28,1.56,-1.82,0.44,0.48,0.39,8.63,2.11
processed_data/file1_fragments/fragment56.csv,0.03,0.00,0.20,0.0,1.00,0.20,0.00,0.08,0.09
processed_data/file1_fragments/fragment57.csv,18.88,24.13,1.24,-1.74,0.27,0.57,0.39,12.38,1.85
processed_data/file1_fragments/fragment58.csv,17.17,25.14,0.95,-1.14,0.33,0.37,0.29,13.76,1.22
processed_data/file1_fragments/fragment59.csv,0.12,0.00,0.60,0.0,1.00,0.25,0.00,0.27,0.30
processed_data/file1_fragments/fragment60.csv,9.08,15.67,0.92,-1.11,0.54,0.44,0.36,6.81,1.19
processed_data/file1_fragments/fragment61.csv,6.28,16.29,1.52,-1.53,0.65,0.23,0.21,7.85,1.36
processed_data/file1_fragments/fragment62.csv,4.90,13.70,1.47,-1.46,0.83,0.31,0.28,5.06,1.50
processed_data/file1_fragments/fragment63.csv,11.02,24.96,1.23,-1.80,0.61,0.32,0.22,12.05,1.39
processed_data/file1_fragments/fragment64.csv,12.25,17.13,1.76,-1.50,0.33,0.41,0.48,7.90,2.03
processed_data/file1_fragments/fragment65.csv,4.06,21.07,1.55,-4.16,0.81,0.15,0.05,8.43,1.41
processed_data/file1_fragments/fragment66.csv,19.73,23.45,1.08,-2.59,0.19,0.62,0.26,10.22,2.18
processed_data/file1_fragments/fragment67.csv,15.68,35.23,1.42,-2.30,0.56,0.30,0.18,18.79,1.77
processed_data/file1_fragments/fragment68.csv,25.95,32.50,1.26,-2.31,0.20,0.51,0.28,14.40,2.60
processed_data/file1_fragments/fragment69.csv,30.20,34.42,1.60,-3.41,0.13,0.65,0.30,15.26,3.03
processed_data/file1_fragments/fragment70.csv,13.47,17.65,1.80,-1.89,0.29,0.42,0.40,7.89,2.23
processed_data/file1_fragments/fragment71.csv,15.37,19.21,12.60,-1.78,0.22,0.12,0.82,8.86,6.54
processed_data/file1_fragments/fragment72.csv,0.04,0.00,0.20,-0.10,1.00,0.17,0.17,0.08,0.10
processed_data/file1_fragments/fragment73.csv,1.18,0.00,1.70,-0.63,1.00,0.20,0.30,1.43,1.06
processed_data/file1_fragments/fragment74.csv,1.90,0.00,3.40,-0.70,1.00,0.25,0.25,1.76,1.85
processed_data/file1_fragments/fragment75.csv,15.25,18.46,1.71,-1.50,0.20,0.35,0.40,7.68,2.23
processed_data/file1_fragments/fragment76.csv,30.98,33.23,1.05,-1.00,0.08,0.52,0.34,9.60,2.40
processed_data/file1_fragments/fragment77.csv,30.55,32.39,1.13,-1.73,0.06,0.56,0.37,11.58,1.98
processed_data/file1_fragments/fragment78.csv,11.58,17.22,1.00,-1.82,0.38,0.55,0.30,8.33,1.68
processed_data/file1_fragments/fragment79.csv,10.95,16.29,4.12,-1.46,0.35,0.20,0.56,7.72,4.22
processed_data/file1_fragments/fragment80.csv,0.60,0.00,0.60,-0.10,1.00,0.38,0.12,0.76,0.49
processed_data/file1_fragments/fragment81.csv,0.50,0.00,1.50,-0.52,1.00,0.07,0.12,1.07,0.63
processed_data/file1_fragments/fragment82.csv,0.69,0.00,1.35,-0.40,1.00,0.13,0.20,1.08,0.63
processed_data/file1_fragments/fragment83.csv,2.09,0.00,0.53,-0.56,1.00,0.40,0.25,1.38,0.66
processed_data/file1_fragments/fragment84.csv,0.17,0.00,1.40,0.0,1.00,0.14,0.00,0.49,0.53
processed_data/file1_fragments/fragment85.csv,4.27,12.44,2.31,-2.04,0.71,0.20,0.23,5.74,1.71
processed_data/file1_fragments/fragment86.csv,33.09,37.16,1.55,-1.66,0.12,0.48,0.44,16.54,2.76
processed_data/file1_fragments/fragment87.csv,1.35,0.00,1.80,-0.40,1.00,0.18,0.18,1.68,0.92
processed_data/file1_fragments/fragment88.csv,40.80,48.20,1.05,-1.44,0.15,0.45,0.33,21.40,2.36
processed_data/file1_fragments/fragment89.csv,40.62,43.53,0.98,-0.96,0.07,0.42,0.43,12.42,1.61
processed_data/file1_fragments/fragment90.csv,6.99,16.67,1.51,-3.20,0.62,0.39,0.14,8.10,2.09
processed_data/file1_fragments/fragment91.csv,19.23,29.72,1.12,-1.42,0.37,0.37,0.30,15.62,1.51
processed_data/file1_fragments/fragment92.csv,2.65,13.95,1.43,-2.41,0.92,0.17,0.10,4.76,1.51
processed_data/file1_fragments/fragment93.csv,6.71,20.46,1.44,-1.62,0.68,0.17,0.14,9.73,1.39
processed_data/file1_fragments/fragment94.csv,0.03,0.00,0.10,0.0,1.00,0.50,0.00,0.06,0.07
processed_data/file1_fragments/fragment95.csv,4.53,10.70,1.15,-2.38,0.83,0.45,0.18,4.70,1.99
processed_data/file1_fragments/fragment96.csv,15.80,18.03,1.78,-0.80,0.15,0.28,0.62,6.01,2.71
processed_data/file1_fragments/fragment97.csv,0.01,0.00,0.30,0.0,1.00,0.05,0.00,0.06,0.07
processed_data/file1_fragments/fragment98.csv,35.13,38.56,0.93,-1.24,0.09,0.50,0.37,16.49,1.53
processed_data/file1_fragments/fragment99.csv,1.49,0.00,1.76,-0.90,1.00,0.16,0.26,1.97,1.02
processed_data/file1_fragments/fragment100.csv,33.71,34.30,0.81,-0.88,0.02,0.46,0.42,8.86,1.40
processed_data/file1_fragments/fragment101.csv,17.90,29.49,0.95,-1.23,0.40,0.33,0.23,15.41,1.13
processed_data/file1_fragments/fragment102.csv,20.24,23.00,1.18,-0.97,0.14,0.42,0.47,8.98,1.80
processed_data/file1_fragments/fragment103.csv,3.68,0.00,0.86,-0.73,1.00,0.42,0.44,2.34,0.91
processed_data/file1_fragments/fragment104.csv,21.92,23.05,0.89,-1.01,0.06,0.46,0.40,6.34,1.33
processed_data/file1_fragments/fragment105.csv,33.94,35.01,0.66,-0.68,0.03,0.43,0.42,8.08,0.94
processed_data/file1_fragments/fragment106.csv,14.19,17.68,1.01,-1.01,0.27,0.48,0.46,7.16,1.48
processed_data/file1_fragments/fragment107.csv,2.77,10.85,1.02,-2.02,0.94,0.38,0.16,3.38,1.24
processed_data/file1_fragments/fragment108.csv,15.24,23.97,1.07,-1.41,0.42,0.45,0.34,11.22,1.43
processed_data/file1_fragments/fragment109.csv,22.83,26.03,1.40,-1.98,0.15,0.54,0.37,10.33,2.15
processed_data/file1_fragments/fragment110.csv,0.20,0.00,0.20,-0.10,1.00,0.29,0.43,0.16,0.13
processed_data/file1_fragments/fragment111.csv,0.83,0.00,1.85,-0.73,1.00,0.12,0.18,1.44,0.97
processed_data/file1_fragments/fragment112.csv,35.85,36.22,0.77,-0.85,0.01,0.45,0.41,8.97,1.68
processed_data/file1_fragments/fragment113.csv,28.16,32.51,1.00,-1.61,0.14,0.55,0.33,13.71,1.74
processed_data/file1_fragments/fragment114.csv,35.49,38.39,1.03,-1.06,0.08,0.47,0.45,12.09,1.66
processed_data/file1_fragments/fragment115.csv,13.03,30.98,1.31,-2.23,0.59,0.27,0.16,16.41,1.65
processed_data/file1_fragments/fragment116.csv,38.34,42.21,1.26,-1.36,0.09,0.50,0.37,15.00,1.96
processed_data/file1_fragments/fragment117.csv,0.41,0.00,0.78,-0.36,1.00,0.07,0.07,1.01,0.33
processed_data/file1_fragments/fragment118.csv,2.15,11.70,1.11,-1.64,0.96,0.22,0.14,3.53,1.05
processed_data/file1_fragments/fragment119.csv,2.13,10.70,1.97,-1.25,0.96,0.14,0.18,3.64,1.00
processed_data/file1_fragments/fragment120.csv,19.84,30.55,1.32,-1.44,0.36,0.31,0.28,14.89,1.63
processed_data/file1_fragments/fragment121.csv,27.43,37.31,1.04,-3.16,0.27,0.55,0.18,19.17,2.12
processed_data/file1_fragments/fragment122.csv,49.88,56.53,0.87,-1.03,0.12,0.44,0.37,21.27,1.45
processed_data/file1_fragments/fragment123.csv,0.15,0.00,2.50,-0.90,1.00,0.02,0.02,0.57,0.40
processed_data/file1_fragments/fragment124.csv,22.68,30.07,3.24,-2.42,0.27,0.36,0.48,15.22,4.92
processed_data/file1_fragments/fragment125.csv,35.27,36.63,1.03,-0.74,0.04,0.38,0.51,13.46,1.32
processed_data/file1_fragments/fragment126.csv,0.99,0.00,2.13,-2.40,1.00,0.14,0.10,2.03,1.24
processed_data/file1_fragments/fragment127.csv,17.66,20.41,1.46,-1.91,0.17,0.53,0.37,7.21,2.63
processed_data/file1_fragments/fragment128.csv,5.80,15.93,1.20,-1.07,0.79,0.36,0.36,5.94,1.45
processed_data/file1_fragments/fragment129.csv,14.85,20.65,1.66,-1.35,0.34,0.39,0.44,8.97,1.96
processed_data/file1_fragments/fragment130.csv,31.01,43.29,1.12,-1.71,0.29,0.42,0.28,23.33,1.64
processed_data/file1_fragments/fragment131.csv,74.45,81.14,1.23,-1.02,0.08,0.34,0.41,25.92,4.34
processed_data/file1_fragments/fragment132.csv,65.47,67.58,0.95,-1.04,0.03,0.46,0.42,20.68,1.50
processed_data/file1_fragments/fragment133.csv,0.11,0.00,1.70,0.0,1.00,0.03,0.00,0.42,0.31
processed_data/file1_fragments/fragment134.csv,4.40,11.59,1.99,-1.61,0.80,0.21,0.26,5.11,1.75
processed_data/file1_fragments/fragment135.csv,13.02,17.50,1.43,-1.15,0.28,0.36,0.42,8.30,1.80
processed_data/file1_fragments/fragment136.csv,18.42,24.10,1.24,-1.62,0.25,0.45,0.34,11.42,1.78
processed_data/file1_fragments/fragment137.csv,27.77,33.13,1.87,-4.64,0.17,0.63,0.25,17.46,3.46
processed_data/file1_fragments/fragment138.csv,14.85,38.55,1.93,-1.92,0.62,0.21,0.20,20.04,1.60
processed_data/file1_fragments/fragment139.csv,22.71,37.38,2.28,-2.32,0.40,0.35,0.34,20.25,2.33
processed_data/file1_fragments/fragment140.csv,25.55,38.51,1.81,-2.80,0.34,0.41,0.24,19.81,2.34
processed_data/file1_fragments/fragment141.csv,17.16,30.69,2.31,-3.61,0.46,0.40,0.19,17.91,3.02
processed_data/file1_fragments/fragment142.csv,9.02,16.21,1.52,-1.68,0.56,0.50,0.45,7.28,2.42
processed_data/file1_fragments/fragment143.csv,0.04,0.00,0.40,0.0,1.00,0.11,0.00,0.13,0.13
processed_data/file1_fragments/fragment144.csv,15.15,24.72,0.80,-1.07,0.47,0.51,0.37,11.26,1.22
processed_data/file1_fragments/fragment145.csv,20.67,28.21,1.28,-1.50,0.28,0.41,0.35,12.90,1.75
processed_data/file1_fragments/fragment146.csv,13.95,29.44,1.12,-1.23,0.53,0.25,0.23,15.42,1.10
processed_data/file1_fragments/fragment147.csv,0.07,0.00,0.20,0.0,1.00,0.20,0.00,0.10,0.09
processed_data/file1_fragments/fragment148.csv,49.44,60.20,2.17,-1.27,0.18,0.41,0.40,24.81,5.97
processed_data/file1_fragments/fragment149.csv,26.46,35.69,2.17,-2.56,0.27,0.45,0.35,18.57,2.56
processed_data/file1_fragments/fragment150.csv,17.23,27.37,1.79,-2.83,0.38,0.40,0.25,14.81,2.57
processed_data/file1_fragments/fragment151.csv,0.03,0.00,0.10,0.0,1.00,0.50,0.00,0.06,0.07
processed_data/file1_fragments/fragment152.csv,42.14,44.09,1.26,-1.57,0.04,0.51,0.39,13.31,2.68
processed_data/file1_fragments/fragment153.csv,0.03,0.00,0.10,0.0,1.00,0.50,0.00,0.06,0.07
processed_data/file1_fragments/fragment154.csv,15.75,38.99,1.61,-3.75,0.60,0.28,0.11,21.02,2.10
processed_data/file1_fragments/fragment155.csv,31.92,36.16,1.50,-2.49,0.12,0.58,0.35,15.81,2.44
processed_data/file1_fragments/fragment156.csv,16.52,27.68,1.80,-3.95,0.42,0.47,0.21,14.81,2.61
processed_data/file1_fragments/fragment157.csv,2.52,11.43,0.87,-1.36,0.96,0.20,0.12,3.92,0.78
processed_data/file1_fragments/fragment158.csv,31.66,32.97,1.34,-1.84,0.05,0.54,0.38,9.31,3.15
processed_data/file1_fragments/fragment159.csv,12.02,25.19,1.41,-2.26,0.53,0.30,0.13,12.84,1.90
processed_data/file1_fragments/fragment160.csv,5.79,21.99,1.95,-1.50,0.75,0.13,0.16,10.00,1.35
processed_data/file1_fragments/fragment161.csv,0.64,15.00,3.34,-3.25,0.96,0.03,0.02,2.96,1.10
processed_data/file1_fragments/fragment162.csv,0.16,0.00,0.15,0.0,1.00,0.50,0.00,0.15,0.10
processed_data/file1_fragments/fragment163.csv,17.68,20.10,1.43,-2.55,0.15,0.61,0.27,7.85,2.46
processed_data/file1_fragments/fragment164.csv,27.24,37.48,0.94,-1.94,0.27,0.46,0.22,18.00,2.09
processed_data/file1_fragments/fragment165.csv,25.72,30.63,1.41,-1.60,0.17,0.45,0.40,12.89,1.92
processed_data/file1_fragments/fragment166.csv,7.31,20.75,1.64,-2.18,0.66,0.22,0.16,10.11,1.54
processed_data/file1_fragments/fragment167.csv,6.34,10.79,2.22,-0.79,0.63,0.21,0.52,4.72,1.87
processed_data/file1_fragments/fragment168.csv,6.81,17.61,1.26,-1.26,0.63,0.20,0.20,8.70,1.13
processed_data/file1_fragments/fragment169.csv,12.38,18.85,8.47,-2.74,0.38,0.20,0.53,9.01,6.30
processed_data/file1_fragments/fragment170.csv,8.14,22.43,1.38,-2.10,0.64,0.23,0.14,11.25,1.72
processed_data/file1_fragments/fragment171.csv,5.90,21.21,1.90,-1.77,0.74,0.16,0.17,9.53,1.46
processed_data/file1_fragments/fragment172.csv,3.46,14.48,2.29,-3.16,0.78,0.14,0.10,6.09,1.79
